strategy,split,n_markets,n_traded,trade_rate,total_fills,total_pnl,gross_pnl,total_fees,capital_deployed,avg_pnl_per_market,median_pnl,pnl_per_1k_deployed,gross_pnl_per_1k_deployed,fee_per_1k_deployed,fee_fraction_gross_pnl,avg_return,return_ci95_lo,return_ci95_hi,win_rate,profit_factor,sharpe,sharpe_per_market,t_stat,max_drawdown,turnover,avg_holding_candles,early_exit_rate,model,iteration,seed
qlearning_seed10,train,5915,281,0.04750633981403212,439,-3427.9818361091293,-2460.1196119899073,967.8622241192219,28100.0,-0.5795404625712813,0.0,-121.99223616046724,-87.54874064021021,34.44349552025701,,-0.005795404625712813,-0.008298831029928592,-0.003394603612102689,0.49110320284697506,0.44249004293309674,-11.291383598557546,-0.060320525040375175,-4.63919350306513,3437.304684294358,1.4654892350974962,2.398576512455516,0.5373665480427047,qlearning_seed10,10,10
qlearning_seed11,train,5915,24,0.0040574809805579036,54,-207.41680476025493,99.19502858225468,306.6118333425096,2400.0,-0.035066239181784434,0.0,-86.42366865010622,41.33126190927278,127.754930559379,3.090999999947179,-0.00035066239181784424,-0.0010951299643779397,0.0003784791564903448,0.2916666666666667,0.5815535014434905,-2.2417209178794097,-0.011975661049878076,-0.9210365609436836,307.3159803494537,2.291331261909273,2.4166666666666665,1.0,qlearning_seed11,11,11
qlearning_seed12,train,5915,3284,0.5551986475063398,3298,3443.27796433722,3850.5739948486125,407.2960305113925,328400.0,0.582126452128017,0.9401010101010172,10.485012071672411,11.725255769940963,1.2402436982685519,0.10577540674618449,0.005821264521280169,0.004698592327646057,0.006738247090807907,0.9960414129110841,4.830989591087884,27.528777244977288,0.14706349161219667,11.310511544266436,110.38575973900333,1.0040353444608832,1.0033495736906213,0.00243605359317905,qlearning_seed12,12,12
qlearning_seed13,train,5915,1680,0.28402366863905326,1726,2076.059804939867,2577.587034136868,501.52722919700125,168000.0,0.3509822155435109,0.0,12.35749883892778,15.342779965100405,2.985281126172626,0.1945723743000371,0.0035098221554351085,0.00161094861632772,0.005341890657266044,0.9767857142857143,1.8380034123119713,8.970085615506699,0.04791974953836508,3.685461798916544,429.0279498423274,1.0297307992013223,1.0529761904761905,0.018452380952380953,qlearning_seed13,13,13
qlearning_seed14,train,5915,3285,0.555367709213863,3300,3523.438537954774,3885.448003326641,362.0094653718668,328500.0,0.5956785355798434,0.9401010101010172,10.725840298188048,11.82784780312524,1.1020075049371896,0.09317058549282392,0.005956785355798434,0.0048980048782391854,0.006804130144451407,0.9960426179604261,5.478066031458413,29.725997713316648,0.1588014235602903,12.213264588882142,110.38575973900333,1.0044446914137966,1.0030441400304415,0.0024353120243531205,qlearning_seed14,14,14
qlearning_seed15,train,5915,319,0.05393068469991547,576,-1897.350129444777,-984.0566692296061,913.2934602151709,31900.0,-0.3207692526533858,0.0,-59.478060484162285,-30.848171449203953,28.62988903495833,,-0.0032076925265338584,-0.00500689664705098,-0.0015446119691098163,0.4890282131661442,0.5164576212604178,-8.72122695630869,-0.04659030351851811,-3.5832153855469384,1943.3215952969608,1.7719672373592203,2.310344827586207,0.7962382445141066,qlearning_seed15,15,15
qlearning_seed16,train,5915,3504,0.5923922231614539,7708,-13096.340616325992,-7988.811691369312,5107.5289249566795,350400.0,-2.214089706902112,0.0,-37.375401302300205,-22.79912012377087,14.576281178529337,,-0.02214089706902112,-0.02660359654051358,-0.017646856912555964,0.24486301369863014,0.38804289864343927,-23.826131301911747,-0.1272833162798432,-9.789237304197709,13120.490941347996,2.178336714256336,4.622716894977169,0.9885844748858448,qlearning_seed16,16,16
qlearning_seed17,train,5915,284,0.04801352493660186,578,-4123.852615543772,-2483.7510154576285,1640.1016000861437,28400.0,-0.6971855647580342,0.0,-145.20607801210463,-87.45602167104326,57.750056341061395,,-0.006971855647580341,-0.008752663362972073,-0.005247497282699255,0.2535211267605634,0.23077548481726531,-19.05762930172304,-0.10180915345499618,-7.83004396836466,4136.20615452276,1.9477552459345904,2.5140845070422535,1.0,qlearning_seed17,17,17
qlearning_seed18,train,5915,1272,0.2150464919695689,2527,-1781.7968856629059,-1063.4148986252112,718.3819870376948,127200.0,-0.30123362394977277,0.0,-14.00783715143794,-8.360180020638452,5.647657130799487,,-0.0030123362394977276,-0.004068534834690305,-0.00207376149296758,0.5573899371069182,0.44155061487908287,-13.996284320222754,-0.07477057275054053,-5.750532759663273,1813.837534719436,1.9779818928476212,5.04559748427673,0.9842767295597484,qlearning_seed18,18,18
qlearning_seed19,train,5915,3283,0.5550295857988166,3296,3627.737648629033,3974.0605164170192,346.32286778798584,328300.0,0.6133115213235897,0.9401010101010172,11.050068987599857,12.104966544066462,1.0548975564666032,0.0871458465107189,0.006133115213235897,0.005053664831920498,0.006999011865813251,0.9966494060310691,5.957651113452785,30.562824324821246,0.16327189612311813,12.557084329430156,110.38575973900333,1.0041081134405194,1.0079195857447456,0.0018275967103259215,qlearning_seed19,19,19
qlearning_seed20,train,5915,2182,0.36889264581572273,2733,-1109.486249246026,682.8329765425349,1792.319225788561,218200.0,-0.18757163977109487,0.0,-5.084721582245766,3.1293903599566217,8.214111942202386,2.624828160561039,-0.0018757163977109485,-0.003182657855249041,-0.0006047440330895082,0.8524289642529789,0.7511772880749604,-7.03904272330974,-0.03760378426129439,-2.892070841871682,1197.2161756529692,1.2455651597698065,1.726397800183318,0.2149404216315307,qlearning_seed20,20,20
qlearning_seed21,train,5915,9,0.001521555367709214,18,44.96515042119739,101.3247388199934,56.35958839879601,900.0,0.007601885109247235,0.0,49.961278245774885,112.583043133326,62.62176488755111,0.556227324690376,7.601885109247231e-05,-0.00038446479003028517,0.000650914463885573,0.5555555555555556,1.3730826973124244,0.7043107893380866,0.0037625501103249878,0.28937410632770755,117.60517717591932,2.112583043133326,3.3333333333333335,1.0,qlearning_seed21,21,21
qlearning_seed22,train,5915,1795,0.30346576500422656,1807,2057.708184124802,2283.3839155604605,225.67573143565855,179500.0,0.34787965919269687,0.0,11.46355534331366,12.720801757996995,1.2572464146833346,0.0988338973125621,0.0034787965919269694,0.0026741244989945028,0.004273053009308761,0.9949860724233983,6.1060947296543056,20.818263616349487,0.11121476662324738,8.553420621225165,100.98666965967504,1.007146901397157,1.0027855153203342,0.0038997214484679664,qlearning_seed22,22,22
qlearning_seed23,train,5915,78,0.013186813186813187,98,-912.2298024077704,-579.6347008693397,332.5951015384308,7800.0,-0.15422312804865096,0.0,-116.95253877022698,-74.31214113709484,42.64039763313215,,-0.0015422312804865095,-0.004165619185723408,0.0012312070722882904,0.46153846153846156,0.7529219914658422,-2.8771650172870578,-0.015370313385927868,-1.1821160036711122,1327.9931015242728,1.1860532479503458,1.858974358974359,0.2564102564102564,qlearning_seed23,23,23
qlearning_seed24,train,5915,583,0.0985629754860524,1166,-4342.647826288996,-2300.7744459539663,2041.8733803350299,58300.0,-0.7341754566845302,0.0,-74.48795585401365,-39.464398729913654,35.023557124099995,,-0.007341754566845301,-0.008475430143978946,-0.006324969619013722,0.20926243567753003,0.1424037077614349,-31.33358617495964,-0.16738943929890557,-12.873760610628262,4346.554180378385,1.9605356012700865,2.3533447684391082,1.0,qlearning_seed24,24,24
qlearning_seed25,train,5915,2001,0.3382924767540152,2400,-1698.7765759393906,154.55867845285638,1853.335254392247,200100.0,-0.28719806862880654,0.0,-8.48963806066662,0.772407188669947,9.262045249336566,11.991143253450844,-0.002871980686288066,-0.0054059695685576194,-0.0005194387289507369,0.9050474762618691,0.7578979288898753,-5.621701767441291,-0.030032103618885437,-2.309740173827332,2093.13191951674,1.1887086391163835,1.4632683658170915,0.15092453773113443,qlearning_seed25,25,25
qlearning_seed26,train,5915,19,0.003212172442941674,38,341.97906053778183,534.8826902496775,192.90362971189563,1900.0,0.05781556391171291,0.0,179.9889792304115,281.5172053945671,101.5282261641556,0.3606466113566889,0.000578155639117129,-0.00018206275000040852,0.0015006270166935867,0.5263157894736842,2.730724861838624,3.233405419233095,0.017273411256832228,1.328481428582236,83.26136226678997,2.2815172053945667,3.9473684210526314,1.0,qlearning_seed26,26,26
qlearning_seed27,train,5915,3331,0.5631445477599324,4898,-4537.9929677519995,-2727.7873359736864,1810.205631778313,333100.0,-0.7672008398566356,0.0,-13.623515364010805,-8.189094373982847,5.4344209900279585,,-0.007672008398566354,-0.010357464985413572,-0.0049656199858369365,0.6724707295106575,0.49895888890688667,-13.74817725932714,-0.07344514189888124,-5.648595149013099,4642.941394293117,1.4562290869358183,1.5520864605223657,0.46082257580306213,qlearning_seed27,27,27
qlearning_seed28,train,5915,1596,0.2698224852071006,1680,-226.361325397193,624.363011937887,850.72433733508,159600.0,-0.038269032188874556,0.0,-1.4183040438420615,3.912048946979242,5.330352990821304,1.362547622247219,-0.000382690321888745,-0.0034390169076673155,0.0027671206446834196,0.9442355889724311,0.959500275299733,-0.5883174123590003,-0.003142893419051256,-0.24171690681951752,835.7958366710975,1.0372681206096634,1.093984962406015,0.046365914786967416,qlearning_seed28,28,28
qlearning_seed29,train,5915,592,0.10008453085376162,1226,-11528.280475946773,-7716.787122863861,3811.493353082911,59200.0,-1.9489907820704604,0.0,-194.7344674991009,-130.35113383215983,64.38333366694107,,-0.019489907820704606,-0.022956666343449842,-0.016051210053037196,0.2483108108108108,0.2281127715765925,-27.156866311945496,-0.14507667905260926,-11.157707703250852,11528.280475946778,1.9418721863255677,2.0557432432432434,0.9425675675675675,qlearning_seed29,29,29
